CHV,synonym
C1258666,"cyst ganglion,cyst ganglions,cysts ganglion,cysts ganglions,ganglion,ganglion cyst,ganglion cysts,ganglionic cyst,ganglionic cysts,ganglions,myxoid cyst"
C1258861,"bone cell marrow transplantation,bone cells marrow transplantation"
C1259877,"kinase c protein,protein c kinase"
C1260222,lactose
C1260311,albumin plasma
C1260336,"cox maze procedure,maze procedures,procedure maze"
C1260403,gene mutation prothrombin
C1260405,dementia frontal
C1260438,cord delayed separation umbilical
C1260544,dilling
C1260595,"cell sickle test,cell sickle testing,cell sickle tests"
C1260596,"artery bypass coronary graft,artery bypass coronary grafts,coronary artery graft bypass"
C1260600,enemas phosphate
C1260603,"fiber vegetable,fiber vegetables,fibered,fibre,fibre vegetables,fibres,vegetable fiber"
C1260616,ectopic thyroid
C1260873,"aortic defects valve,aortic valve defect,aortic valve diseases,aortic valve disorder,aortic valve disorders,aortic valvular disease"
C1260874,"infected dermatitis,infective dermatitis"
C1260876,spirit blue
C1260880,"discharge from nose,discharge nasal,discharge nose,drip nasal,dripping nasal,dripping nose,drips nasal,drips nose,nasal catarrh,nasal drip,nose discharge,nose drip,nose run,nose running,nose runny,nose runs,rhinorrhea,rhinorrhoea,running nose,snuffles"
C1260881,"allergic bronchitis,bronchitis allergic"
C1260883,mural thrombosis
C1260899,"anemia blackfan diamond,blackfan diamond anaemia,blackfan diamond anemia,blackfan diamond syndrome,blackfan-diamond syndrome,congenital hypoplastic anemia,diamond blackfan anaemia,diamond blackfan syndrome,diamond-blackfan anaemia,diamond-blackfan anemia,diamond-blackfan syndrome,familial hypoplastic anaemia"
C1260903,"dysfibrinogenaemia,dysfibrinogenemias"
C1260910,"abscess foot,abscesses foot"
C1260920,"kneel,kneels"
C1260922,"abnormal respiration,abnormal respirations,breath problems,breathing abnormalities,breathing disorder,breathing disorders,breathing problem,breathing problems,respiratory dysfunction"
C1260928,"romberg testing,rombergs test"
C1260952,"muscle rhomboids,muscles rhomboid,rhomboid muscle,rhomboids"
C1260953,"suppress,suppresses,suppressing"
C1260954,changes morphologic
C1260956,"red color,redness"
C1260957,"blue,blue color,blue colored,blue colour,blueing,color blue"
C1260959,drusens
C1260965,lipoblastomas
C1260969,"ring [physical object],rings"
C1260970,tracheal tube
C1261016,"ovaries transplanted,ovary transplant"
C1261040,"hair head,of scalp hair"
C1261042,"skin vulva,vulva skin"
C1261045,"sacral segment,sacral vertebra"
C1261046,"fossa glenoid,glenoid cavity"
C1261052,collateral ligament ulnar
C1261053,collateral ligament radial
C1261055,bifurcated ligament
C1261074,"lobe lungs right upper,lobe right upper"
C1261076,left lobe lungs upper
C1261077,left lobe lower
C1261082,"artery coronary left,coronary artery left,coronary left artery,left main stem"
C1261084,arteries common iliac
C1261087,treitz ligament
C1261100,second toes
C1261103,"fifth toe,little toes"
C1261136,general screening
C1261145,"identification parasite,identification parasites"
C1261153,"assays drug,drug level,drug levels,drug measurement,drug measurements,drugs levels,drugs measurements"
C1261155,"ast levels serum,ast serum level"
C1261157,"ammonia blood level,ammonia blood levels"
C1261170,sperms viability
C1261175,pontoneocerebellar hypoplasia
C1261188,swabs
C1261194,"joint rib structure,joints rib,joints ribs"
C1261195,disc l5 s1
C1261201,mirror movement
C1261209,incision transverse
C1261211,"glands of montgomery,montgomery gland,montgomery glands,of montgomery glands"
C1261222,mist cit pot
C1261240,exposure contaminated water
C1261242,"behaviors high risk sexual,high risk sexual behaviour"
C1261248,"sediment urine,sedimented urine,sediments urinary,sediments urine"
C1261251,"absence of vagina,congenital absence of vagina,vagina absence,vagina agenesis"
C1261252,lentil
C1261259,"staining wrights,wright stain,wright's stain,wrights"
C1261270,bronchioles respiratory
C1261281,"complication kidney transplant,complications kidney transplant"
C1261282,complications liver transplant
C1261287,"constriction,stenose,stenoses,stenosi,stenosis,stricture,strictures"
C1261289,"biopsy femur procedures,femur biopsy"
C1261291,"antral washout,antral washouts"
C1261300,"cystocele procedures repair,cystocele repairs,repair cystocele,repair of cystocele"
C1261316,artery coronary right
C1261322,"assessment,assessments,evaluation"
C1261323,changed jobs
C1261333,keratoprosthesis
C1261334,"implants joint temporomandibular,temporomandibular joint implant"
C1261337,aponeurosis plantar
C1261340,ossicular chain reconstruction
C1261354,"amphetamine testing urine,amphetamine urine,amphetamines level urine,amphetamines test urine,amphetamines tests urine"
C1261360,"protein total,proteins total"
C1261361,acids amino supplementation
C1261380,thoracic osteoarthritis
C1261381,"ablation,ablations,destruction,destructions"
C1261392,"allergic bites insect reaction,allergic bites insect reactions,allergies bites insect,allergy bites insect,insect bite hypersensitivity"
C1261398,"protein total urine,total protein urine"
C1261413,androstenedione serum
C1261415,"insulin levels serum,insulin serum,serum insulin level"
C1261422,"levels lipase serum,lipase serum"
C1261426,"bicarbonate levels serum,bicarbonate serum,serum bicarbonate level"
C1261429,"blood glucose levels random,random blood glucose,random blood glucose level"
C1261430,"blood fasting glucose,blood fasting glucose levels,blood glucose fasting,fast blood sugar,fasting blood glucose level,fasting blood sugar"
C1261438,vma urine
C1261440,"level urea urine,levels urea urine"
C1261444,morphine urine
C1261446,"organic acid urine,organic acids urine,urine organic acid"
C1261452,ethanol levels urine
C1261465,"fetal operations,fetus surgery,surgery fetal"
C1261472,eye refraction
C1261478,"load viral,loads viral,virus load"
C1261479,growth development
C1261504,"anorchidism,anorchism"
C1261512,"attacking,attacks"
C1261518,"intestine transplant,intestine transplants"
C1261530,sealants
C1261540,"blood level potassium,blood levels potassium,potassium blood level"
C1261541,"blood levels sodium,level sodium blood,sodium blood level"
C1261544,blood electrolytes level
C1261552,steps
C1261556,tincture iodine
C1261559,abuse child prevention
C1261562,"bladder instability,bladder irritability,bladder irritable,bladder irritation,detrusor bladder instability,detrusor dyssynergia,detrusor instability,irritation bladder,unstable bladder"
C1261720,ds septra
C1261965,"evacuation of haematoma,evacuation of hematoma"
C1261969,hyperlipidemia type i
C1261972,lymphocytes stimulation test
C1262006,bacterial sinusitis
C1262012,urine bacteria
C1262018,failure transplant
C1262031,"sputum testing,sputum tests"
C1262035,"antibodies dna,antibody dna"
C1262070,excision mass
C1262091,infiltration lymphocytic
C1262098,hyperthyroidism congenital
C1262117,"keratitis mycotic,keratomycosis,mycotic keratitis"
C1262182,blisters diabetic
C1262203,"arnolds neuralgia,neuralgia arnold"
C1262208,adenomatoid cystic malformations
C1262215,gammopathy igg
C1262234,gynecological infections
C1262267,asteatotic dermatitis
C1262271,"allergies wool,wool allergy"
C1262285,abrasions cervical
C1262296,infections testicular
C1262299,"oral papilloma,oral wart,papilloma oral,wart oral,warts oral"
C1262302,immobilization joints
C1262325,"renal stenting,renal stents,stent renal"
C1262462,m pubococcygeus
C1262477,"decrease weight,decreased weight,decreases weight,lose weight,loses weight,losing weight,loss of weight,loss weight,loss wt,lost weight,reduction weight,weight decrease,weight reduction,weightloss,wt loss"
C1262478,"hirudo medicinalis,leech medicinal"
C1262481,gastroenteritis eosinophilic
C1262485,low voltage ekg
C1262620,bad attitude
C1262684,allergy treatments
C1262760,"drug hepatitis induced,drug-induced hepatitis,hepatitis drug induced"
C1262865,"nature [character],natures"
C1262869,"body positioning,body positions,posture,postures"
C1262902,"glycine max,soybeans"
C1262903,"peas,pisum sativum"
C1262904,allium cepa
C1263424,"landed,lands"
C1263430,tests urine
C1263442,gravity specific test
C1263762,"adenocarcinoma endocervix,adenocarcinoma of endocervix"
C1263846,"addh,ADHD,attention deficit hyper disorder,attention deficits disorder hyper,disorder hyperactivity,hyperactivity disorder,hyperkinetic disorder,hyperkinetic syndrome"
C1263853,"paralytic stroke,stroke syndromes,syndrome stroke"
C1263855,radiculopathy lumbar
C1263856,radiculopathy sacral
C1263857,"axonal neuropathy peripheral,axonal peripheral neuropathy"
C1263871,1 duanes syndrome type
C1263960,"coma diabetes,coma diabetic,diabetes coma,diabetic comas,hyperglycemic coma"
C1263988,"disease hemolytic,diseases haemolytic,disorders haemolytic,haemolytic disease"
C1264014,carbon chronic monoxide poisoning
C1264031,thrombocytopenia alloimmune
C1264239,"arm injuries upper,upper arm injury"
C1264244,"bone ethmoid fractures,ethmoid bone fracture"
C1264282,acl sprains
C1264413,"chest sucking wounds,chest wound sucking"
C1264421,concussions cord spinal
C1264422,"blister infection,blisters infections"
C1264516,"complication injury,complications injuries,complications injury,injury complication"
C1264521,"chemotherapy effect,chemotherapy effects,effects chemotherapy"
C1264606,"infection persistent,infections persistent"
C1264609,"brain diseases infectious,infectious disease brain"
C1264633,fraction of
C1264641,percentiles
C1264642,susceptibilities
C1264664,fraction number
C1264674,"numbers rate,numbers rates,rate number"
C1265175,vre
C1265191,"haemophilus b influenzae,hemophilus b influenzae"
C1265210,lactobacillus sp.
C1265234,"atypical mycobacterium,mycobacteria atypical,mycobacterium atypical"
C1265292,MRSA
C1265294,sp streptococcus
C1265431,"cyst hydatid,hydatid cysts"
C1265470,lori
C1265492,flying squirrel
C1265549,capras
C1265576,erythema acute
C1265611,"amounts,quantities,quantity"
C1265639,congenital fractures
C1265651,microfractures
C1265658,dislocation anterior
C1265679,"heal wound,heal wounds,healed wounds,healing wound,healing wounds,heals wounds,wound heal"
C1265713,burr holing
C1265748,Torsion [malposition]
C1265765,ducts ectasia
C1265768,aneurysm calcified
C1265769,multiple aneurysm
C1265786,cysts unilocular
C1265789,collapsing cyst
C1265790,cysts lymphoepithelial
C1265792,emphysema chronic
C1265804,edema non pitting
C1265805,edema secondary
C1265810,"heal ulcer,heal ulcers,healing ulceration,healing ulcers"
C1265875,"decay,decayed,decaying,decays,disintegration"
C1265876,opacities
C1265905,cells oat
C1265932,hyperplasia focal
C1265959,focal metaplasia squamous
C1265962,ciliated metaplasia
C1265974,polyps ulcerated
C1265994,cell clear tumors
C1265999,neoplasm situ
C1266002,"non small cell carcinoma,small cell carcinoma non"
C1266023,lactate adenoma
C1266025,adenomas serrated
C1266044,bellini duct carcinoma
C1266065,malignant eccrine poroma
C1266094,type b1 thymoma
C1266099,settles
C1266100,"castle,castles"
C1266119,solitary fibrous tumour
C1266132,metastasising leiomyoma
C1266834,care circumcision
C1266852,blood relatives
C1266864,eating habits
C1266878,"glands skin,skin gland"
C1266913,"bone flaps,flap bone"
C1266926,bones orbit
C1266928,"concha nasalis,nasal concha,nasal turbinates,turbinate"
C1267092,"involuntary muscle,involuntary muscles,muscle involuntary,muscle smooth,muscles smooth,smooth muscle tissue,smooth muscles,smooth tissue muscle"
C1267142,"hand tendon,hand tendons,hands tendons,of hand tendon,tendon hand"
C1267157,hamstrings tendons
C1267207,grafts soft tissue
C1267282,arteries head
C1267283,"arteries neck,arteris neck,artery neck,neck artery"
C1267406,systems venous
C1267580,lines zigzag
C1267673,"ovum parasite,ovum parasites"
C1267948,"cd56 lymphocyte,cd56 lymphocytes"
C1268086,"body structures,structure body"
C1268087,body upper
C1268088,"body lower,body lowering"
C1268093,"bone parts,bones part,bones parts"
C1268101,"muscle parts,muscles parts"
C1268107,"lung parts,lungs part,lungs parts"
C1268110,heart parts
C1268115,parts tongue
C1268119,"part stomach,parts stomach"
C1268120,"intestine part small,intestine parts small"
C1268123,liver parts
C1268126,"kidney parts,kidneys parts"
C1268132,"part uterus,parts uterus"
C1268135,fallopian part tube
C1268156,"extremity nerves upper,limb nerves upper"
C1268160,ear parts
C1268161,"eye parts,eyes part,eyes parts"
C1268166,"cord part spinal,cord parts spinal"
C1268194,"nail parts,nails parts"
C1268199,hand parts
C1268200,nose parts
C1268203,mouth parts
C1268215,head parts
C1268221,neck parts
C1268260,compartment extensor
C1268307,"aorta arteries iliac,aorto iliac"
C1268443,"cell normal,cells normal"
C1268547,"chart patient,charting patient,charts patient"
C1268549,gas stoves
C1268551,echinocandin
C1268568,juices
C1268569,juices vegetable
C1268649,"finding new,findings new,finds new"
C1268652,"increase size,increases size,size increase"
C1268670,lesions spiculated
C1268688,calcifications heterogeneous
C1268694,"calcification clusters,cluster calcification"
C1268716,"architectural breast distortions,architectural distortion breast"
C1268722,"differences size,size difference"
C1268730,"delay development growth,delayed growth development"
C1268740,"fall risks,falling risk,falls risk,risk of falls"
C1268766,"blood change pressure,blood changes pressure,blood pressure change,bp change,bp changes"
C1268822,optical density
C1268852,expanders plasma
C1268854,inhibitors lipase
C1268858,magnesium supplements
C1268859,"supplement zinc,supplements zinc"
C1268865,agents prokinetic
C1268876,"alfa follitropin,follitropin alfa"
C1268902,"analogs purine,analogues purine"
C1268905,cell mast stabilizers
C1268923,"capacities lung volume,lung volume capacity,lung volumes capacities"
C1269644,anatomy normal
C1269683,"major depressive disorder,major depressive illness"
C1269684,"pigment skin,pigmented skin,pigments skin,skin pigment"
C1269689,"procedure safety,procedures safety"
C1269700,calicectasis
C1269751,translocation down's syndrome
C1269775,green yellow
C1269776,"colored gray,coloring gray,gray,graying,grays,grey,greyish"
C1269778,"bronze colored,bronze coloring"
C1269801,operative reports
C1269815,identification patient
C1269816,hydrops allantois
C1269825,"chest muscle wall,chest muscles wall"
